id,code,uic,name_long,slug,country,type,geo_lat,geo_lng,cities,tot_pop
521,WV,8400705,Wolvega,wolvega,NL,stoptreinstation,52.880832672119,6.0036110877991,[],0
509,WK,8400706,Workum,workum,NL,stoptreinstation,52.9724864,5.4564285,[],0
511,WM,8400707,Wormerveer,wormerveer,NL,stoptreinstation,52.489166259766,4.7922220230103,[],0
530,ZDK,8400728,Zaandam Kogerveld,zaandam-kogerveld,NL,stoptreinstation,52.456665039062,4.8202776908875,[],0
510,WL,8400686,Wehl,wehl,NL,stoptreinstation,51.9578065,6.213844,[],0
18,ALMB,8400081,Almere Buiten,almere-buiten,NL,stoptreinstation,52.394165039062,5.2780556678772,[],0
528,ZBM,8400732,Zaltbommel,zaltbommel,NL,stoptreinstation,51.80888748169,5.2633333206177,[],0
540,ZVT,8400733,Zandvoort aan Zee,zandvoort-aan-zee,NL,stoptreinstation,52.3752784729,4.5327777862549,[],0
526,ZA,8400734,Zetten-Andelst,zetten-andelst,NL,stoptreinstation,51.920056,5.7228408,[],0
25,AML,8400051,Almelo,almelo,NL,knooppuntIntercitystation,52.358055114746,6.6538887023926,[],0
539,ZVB,8400737,Zevenbergen,zevenbergen,NL,stoptreinstation,51.64042,4.60904,[],0
28,AMRN,8400052,Alkmaar Noord,alkmaar-noord,NL,stoptreinstation,52.643890380859,4.7641668319702,[],0
14,AKM,8400049,Akkrum,akkrum,NL,stoptreinstation,53.046390533447,5.843611240387,[],0
527,ZB,8400742,Zuidbroek,zuidbroek,NL,knooppuntStoptreinstation,53.159612280006,6.8679141998291,[],0
531,ZH,8400743,Zuidhorn,zuidhorn,NL,stoptreinstation,53.2486292,6.4062361,[],0
5,AC,8400047,Abcoude,abcoude,NL,stoptreinstation,52.2785,4.977,[],0
51,ATN,8400045,Aalten,aalten,NL,stoptreinstation,51.921326524551,6.5786272287369,[],0
227,HDE,8400388,'t Harde,t-harde,NL,stoptreinstation,52.4091682,5.893611,[],0
21,ALMP,8400104,Almere Parkwijk,almere-parkwijk,NL,stoptreinstation,52.376667022705,5.244722366333,[],0
680,AMPO,8400450,Almere Poort,almere-poort,NL,stoptreinstation,52.342778,5.151944,[],0
50,ASS,8400059,Amsterdam Sloterdijk,amsterdam-sloterdijk,NL,knooppuntIntercitystation,52.388889312744,4.8377776145935,[],0
493,VS,8400652,Vlissingen,vlissingen,NL,knooppuntIntercitystation,51.445835113525,3.5952777862549,[],0
797,UTVR,8400606,Utrecht Vaartsche Rijn,utrecht-vaartsche-rijn,NL,knooppuntStoptreinstation,52.078889,5.121667,[],0
473,UTZL,8400613,Utrecht Zuilen,utrecht-zuilen,NL,stoptreinstation,52.103055,5.09,[],0
486,VK,8400632,Valkenburg,valkenburg,NL,knooppuntSneltreinstation,50.869720458984,5.8322219848633,[],0
496,VSV,8400635,Varsseveld,varsseveld,NL,stoptreinstation,51.937257,6.458839,[],0
543,VDM,8400636,Veendam,veendam,NL,knooppuntStoptreinstation,53.10324,6.88475,[],0
48,ASSP,8400235,Amsterdam Science Park,amsterdam-science-park,NL,stoptreinstation,52.35526,4.94651,[],0
490,VNDW,8400628,Veenendaal West,veenendaal-west,NL,stoptreinstation,52.028057098389,5.531388759613,[],0
285,KLP,8400637,Veenendaal-De Klomp,veenendaal-de-klomp,NL,stoptreinstation,52.045833587646,5.5738887786865,[],0
491,VP,8400640,Velp,velp,NL,stoptreinstation,51.994720458984,5.9802780151367,[],0
393,RAI,8400056,Amsterdam RAI,amsterdam-rai,NL,stoptreinstation,52.337223052979,4.8902778625488,[],0
492,VRY,8400646,Venray,venray,NL,knooppuntStoptreinstation,51.526568099007,6.0141777992248,[],0
488,VLB,8400647,Vierlingsbeek,vierlingsbeek,NL,stoptreinstation,51.59193,5.99714,[],0
45,ASDM,8400060,Amsterdam Muiderpoort,amsterdam-muiderpoort,NL,stoptreinstation,52.360553741455,4.9311113357544,[],0
494,VSS,8400653,Vlissingen Souburg,vlissingen-souburg,NL,stoptreinstation,51.464721679688,3.5952777862549,[],0
517,WT,8400684,Weert,weert,NL,intercitystation,51.248611450195,5.7036108970642,[],0
478,VDL,8400656,Voerendaal,voerendaal,NL,stoptreinstation,50.887222290039,5.9302778244019,[],0
475,VB,8400658,Voorburg,voorburg,NL,stoptreinstation,52.066665649414,4.3594446182251,[],0
44,ASDL,8400079,Amsterdam Lelylaan,amsterdam-lelylaan,NL,stoptreinstation,52.357776641846,4.8338890075684,[],0
47,ASHD,8400231,Amsterdam Holendrecht,amsterdam-holendrecht,NL,stoptreinstation,52.29844,4.95972,[],0
481,VEM,8400668,Voorst-Empe,voorst-empe,NL,stoptreinstation,52.157501220703,6.1436109542847,[],0
476,VD,8400661,Vorden,vorden,NL,stoptreinstation,52.1071949,6.3170457,[],0
499,VZ,8400664,Vriezenveen,vriezenveen,NL,stoptreinstation,52.40203,6.60041,[],0
484,VHP,8400666,Vroomshoop,vroomshoop,NL,stoptreinstation,52.4571921,6.5696679,[],0
41,ASB,8400074,Amsterdam Bijlmer ArenA,amsterdam-bijlmer-arena,NL,knooppuntStoptreinstation,52.3122215271,4.9469442367554,[],0
500,WAD,8400675,Waddinxveen,waddinxveen,NL,stoptreinstation,52.044166564941,4.6497220993042,[],0
40,ASA,8400057,Amsterdam Amstel,amsterdam-amstel,NL,intercitystation,52.346668243408,4.9177780151367,[],0
816,WADT,8400677,Waddinxveen Triangel,waddinxveen-triangel,NL,stoptreinstation,52.02725,4.6491,[],0
506,WFM,8400679,Warffum,warffum,NL,stoptreinstation,53.3908431,6.5671364,[],0
109,BTL,8400129,Boxtel,boxtel,NL,knooppuntStoptreinstation,51.58433,5.31912,[],0
84,BMN,8400136,Brummen,brummen,NL,stoptreinstation,52.091110229492,6.1469445228577,[],0
187,FN,8400232,Franeker,franeker,NL,stoptreinstation,53.1824488,5.5483094,[],0
371,ODB,8400498,Oudenbosch,oudenbosch,NL,stoptreinstation,51.587776184082,4.5333333015442,[],0
276,HZE,8400308,Heeze,heeze,NL,stoptreinstation,51.384998321533,5.5694446563721,[],0
682,DRON,8400198,Dronten,dronten,NL,stoptreinstation,52.5344,5.72089,[],0
254,HNO,8400310,Heino,heino,NL,stoptreinstation,52.427223205566,6.2211112976074,[],0
143,DRP,8400192,Dronryp,dronryp,NL,stoptreinstation,53.1778086,5.6347411,[],0
250,HMH,8400300,Helmond 't Hout,helmond-t-hout,NL,stoptreinstation,51.46794,5.63085,[],0
125,DDRS,8400186,Dordrecht Stadspolders,dordrecht-stadspolders,NL,stoptreinstation,51.801944732666,4.7166666984558,[],0
248,HMBH,8400299,Helmond Brouwhuis,helmond-brouwhuis,NL,stoptreinstation,51.47068,5.70177,[],0
251,HMN,8400315,Hemmen-Dodewaard,hemmen-dodewaard,NL,stoptreinstation,51.9222129,5.6737254,[],0
146,DTCH,8400184,Doetinchem De Huet,doetinchem-de-huet,NL,stoptreinstation,51.9591413,6.2598521,[],0
686,HGLG,8400433,Hengelo Gezondheidspark,hengelo-gezondheidspark,NL,stoptreinstation,52.261667,6.773611,[],0
234,HGLO,8400312,Hengelo Oost,hengelo-oost,NL,stoptreinstation,52.268890380859,6.8194446563721,[],0
145,DTC,8400177,Doetinchem,doetinchem,NL,knooppuntStoptreinstation,51.9585962,6.2962148,[],0
271,HVS,8400322,Hilversum,hilversum,NL,knooppuntIntercitystation,52.225833892822,5.1819443702698,[],0
135,DMN,8400165,Diemen,diemen,NL,stoptreinstation,52.34515,4.967566,[],0
273,HVSP,8400570,Hilversum Sportpark,hilversum-sportpark,NL,stoptreinstation,52.216110229492,5.1872220039368,[],0
255,HNP,8400323,Hindeloopen,hindeloopen,NL,stoptreinstation,52.9464903,5.423063,[],0
128,DID,8400174,Didam,didam,NL,stoptreinstation,51.933502,6.1324106,[],0
687,HVL,8400490,Hoevelaken,hoevelaken,NL,stoptreinstation,52.16652,5.45718,[],0
259,HOR,8400327,Hollandsche Rading,hollandsche-rading,NL,stoptreinstation,52.17777633667,5.1791667938232,[],0
258,HON,8400328,Holten,holten,NL,stoptreinstation,52.283889770508,6.42027759552,[],0
154,DVC,8400185,Deventer Colmschate,deventer-colmschate,NL,stoptreinstation,52.2502784729,6.2144446372986,[],0
235,HGV,8400330,Hoogeveen,hoogeveen,NL,stoptreinstation,52.733890533447,6.4736108779907,[],0
236,HGZ,8400331,Hoogezand-Sappemeer,hoogezand-sappemeer,NL,knooppuntStoptreinstation,53.159818131676,6.7707538604736,[],0
269,HTO,8400320,'s-Hertogenbosch Oost,s-hertogenbosch-oost,NL,stoptreinstation,51.700553894043,5.3183331489563,[],0
137,DN,8400172,Deurne,deurne,NL,stoptreinstation,51.455833435059,5.7888889312744,[],0
230,HDRZ,8400303,Den Helder Zuid,den-helder-zuid,NL,stoptreinstation,52.932498931885,4.7641668319702,[],0
265,HRT,8400339,Horst-Sevenum,horst-sevenum,NL,stoptreinstation,51.426387786865,6.0422220230103,[],0
229,HDR,8400311,Den Helder,den-helder,NL,intercitystation,52.955276489258,4.7611112594605,[],0
268,HTNC,8400335,Houten Castellum,houten-castellum,NL,stoptreinstation,52.01701,5.17949,[],0
262,HRLW,8400404,Heerlen Woonboulevard,heerlen-woonboulevard,NL,stoptreinstation,50.896667,5.952222,[],0
156,DVN,8400193,Duiven,duiven,NL,stoptreinstation,51.943332672119,6.0147223472595,[],0
155,DVD,8400194,Duivendrecht,duivendrecht,NL,knooppuntStoptreinstation,52.323333740234,4.9363889694214,[],0
217,GW,8400266,Grou-Jirnsum,grou-jirnsum,NL,stoptreinstation,53.088890075684,5.8225002288818,[],0
320,LUT,8400248,Geleen-Lutterade,geleen-lutterade,NL,stoptreinstation,50.975555419922,5.8247222900391,[],0
786,FWD,8400638,Feanwâlden,feanwalden,NL,stoptreinstation,53.2351834,5.9886615,[],0
166,EGHM,8400234,Eygelshoven Markt,eygelshoven-markt,NL,stoptreinstation,50.896049819644,6.0602474212646,[],0
211,GS,8400253,Goes,goes,NL,stoptreinstation,51.498054504395,3.8905556201935,[],0
207,GO,8400254,Goor,goor,NL,stoptreinstation,52.230278015137,6.5844445228577,[],0
165,EGH,8400338,Eygelshoven,eygelshoven,NL,stoptreinstation,50.890556335449,6.0450000762939,[],0
172,EML,8400216,Ermelo,ermelo,NL,stoptreinstation,52.301666259766,5.6147222518921,[],0
181,ESE,8400217,Enschede De Eschmarke,enschede-de-eschmarke,NL,stoptreinstation,52.221389770508,6.9511113166809,[],0
193,GBG,8400259,Gramsbergen,gramsbergen,NL,stoptreinstation,52.60916519165,6.6758332252502,[],0
202,GK,8400267,Grijpskerk,grijpskerk,NL,stoptreinstation,53.255740325573,6.3097786903381,[],0
174,EMNZ,8400407,Emmen Zuid,emmen-zuid,NL,sneltreinstation,52.748866374691,6.8747806549072,[],0
201,GERP,8400238,Groningen Europapark,groningen-europapark,NL,stoptreinstation,53.20480027,6.5854178,[],0
206,GNN,8400264,Groningen Noord,groningen-noord,NL,stoptreinstation,53.2301469,6.5563172,[],0
164,EDN,8400219,Eijsden,eijsden,NL,stoptreinstation,50.771945953369,5.710000038147,[],0
599,HRY,8400301,Heerenveen IJsstadion,heerenveen-ijsstadion,NL,facultatiefStation,52.935276031494,5.9438886642456,[],0
245,HLMS,8400270,Haarlem Spaarnwoude,haarlem-spaarnwoude,NL,stoptreinstation,52.382778167725,4.6730556488037,[],0
817,EEM,8400202,Eemshaven,eemshaven,NL,stoptreinstation,53.458419,6.832,[],0
226,HDB,8400293,Hardenberg,hardenberg,NL,sneltreinstation,52.572776794434,6.6286110877991,[],0
162,ED,8400200,Ede-Wageningen,ede-wageningen,NL,knooppuntIntercitystation,52.027778625488,5.6730556488037,[],0
685,HBZM,8400438,Hardinxveld Blauwe Zoom,hardinxveld-blauwe-zoom,NL,stoptreinstation,51.82944,4.81556,[],0
163,EDC,8400201,Ede Centrum,ede-centrum,NL,stoptreinstation,52.043609619141,5.668333530426,[],0
264,HRN,8400297,Haren,haren,NL,stoptreinstation,53.176109313965,6.6172223091125,[],0
814,HRNOVT,8400290,Haren OV Transferium,haren-ov-transferium,NL,facultatiefStation,53.170071,6.592202,[],0
242,HLG,8400296,Harlingen,harlingen,NL,stoptreinstation,53.1704205,5.4251932,[],0
243,HLGH,8400298,Harlingen Haven,harlingen-haven,NL,stoptreinstation,53.174917,5.4112885,[],0
238,HK,8400317,Heemskerk,heemskerk,NL,stoptreinstation,52.495277404785,4.6869444847107,[],0
161,EC,8400195,Echt,echt,NL,stoptreinstation,51.100555419922,5.8788890838623,[],0
260,HR,8400305,Heerenveen,heerenveen,NL,intercitystation,52.961387634277,5.9141664505005,[],0
216,GVMW,8400279,Den Haag Moerwijk,den-haag-moerwijk,NL,stoptreinstation,52.053890228271,4.3086109161377,[],0
228,HDG,8400292,Hurdegaryp,hurdegaryp,NL,stoptreinstation,53.2187783,5.934543,[],0
277,IJT,8400722,IJlst,ijlst,NL,stoptreinstation,53.0146614,5.6160801,[],0
762,NMGO,8400477,Nijmegen Goffert,nijmegen-goffert,NL,stoptreinstation,51.8273,5.822722,[],0
338,MRB,8400428,Mariënberg,marienberg,NL,knooppuntSneltreinstation,52.50944519043,6.5752778053284,[],0
343,MTH,8400430,Martenshoek,martenshoek,NL,stoptreinstation,53.1607232,6.7402989,[],0
331,MES,8400434,Meerssen,meerssen,NL,sneltreinstation,50.882879392551,5.7509994506836,[],0
337,MP,8400435,Meppel,meppel,NL,knooppuntStoptreinstation,52.69083404541,6.1975002288818,[],0
129,DL,8400167,Dalfsen,dalfsen,NL,sneltreinstation,52.498332977295,6.25861120224,[],0
134,DLN,8400161,Dalen,dalen,NL,stoptreinstation,52.69416809082,6.7580556869507,[],0
121,DA,8400164,Daarlerveen,daarlerveen,NL,stoptreinstation,52.4407702,6.5759947,[],0
349,,8400454,Nieuw Amsterdam,nieuw-amsterdam,NL,sneltreinstation,52.718612670898,6.8486108779907,[],0
115,CK,8400155,Cuijk,cuijk,NL,stoptreinstation,51.726682587905,5.8742952346802,[],0
365,NWK,8400455,Nieuwerkerk a/d IJssel,nieuwerkerk-a-d-ijssel,NL,stoptreinstation,51.965278625488,4.6169443130493,[],0
354,NKK,8400469,Nijkerk,nijkerk,NL,stoptreinstation,52.222221374512,5.4938888549805,[],0
117,CO,8400153,Coevorden,coevorden,NL,knooppuntSneltreinstation,52.663612365723,6.7355556488037,[],0
356,NMD,8400475,Nijmegen Dukenburg,nijmegen-dukenburg,NL,stoptreinstation,51.824165344238,5.7955555915833,[],0
357,NMH,8400468,Nijmegen Heyendaal,nijmegen-heyendaal,NL,stoptreinstation,51.826946258545,5.8674998283386,[],0
344,MTR,8400426,Maastricht Randwyck,maastricht-randwyck,NL,knooppuntStoptreinstation,50.838611602783,5.7172222137451,[],0
358,NML,8400451,Nijmegen Lent,nijmegen-lent,NL,stoptreinstation,51.863154,5.859625,[],0
362,NVD,8400472,Nijverdal,nijverdal,NL,stoptreinstation,52.366111,6.462,[],0
360,NS,8400466,Nunspeet,nunspeet,NL,stoptreinstation,52.370834350586,5.7852778434753,[],0
352,NH,8400467,Nuth,nuth,NL,stoptreinstation,50.919445037842,5.8927779197693,[],0
368,OBD,8400480,Obdam,obdam,NL,stoptreinstation,52.67805480957,4.9072222709656,[],0
380,OT,8400482,Oisterwijk,oisterwijk,NL,stoptreinstation,51.582221984863,5.1941666603088,[],0
120,CVM,8400152,Chevremont,chevremont,NL,stoptreinstation,50.876110076904,6.0597224235535,[],0
379,OST,8400486,Olst,olst,NL,intercitystation,52.334720611572,6.1130557060242,[],0
376,OMN,8400487,Ommen,ommen,NL,knooppuntSneltreinstation,52.50944519043,6.4158334732056,[],0
381,OTB,8400489,Oosterbeek,oosterbeek,NL,stoptreinstation,51.994998931885,5.8400001525879,[],0
88,BNK,8400141,Bunnik,bunnik,NL,stoptreinstation,52.063056945801,5.1944446563721,[],0
367,O,8400495,Oss,oss,NL,knooppuntIntercitystation,51.765556335449,5.5322222709656,[],0
62,BDE,8400140,Bunde,bunde,NL,stoptreinstation,50.896945953369,5.7366666793823,[],0
333,MG,8400427,Mantgum,mantgum,NL,stoptreinstation,53.1296368,5.7131996,[],0
723,MTN,8400449,Maastricht Noord,maastricht-noord,NL,stoptreinstation,50.87087,5.71774,[],0
294,KPN,8400353,Kampen,kampen,NL,stoptreinstation,52.559722900391,5.9216666221619,[],0
159,DZW,8400175,Delfzijl West,delfzijl-west,NL,stoptreinstation,53.3320834,6.9069092,[],0
688,KPNZ,8400360,Kampen Zuid,kampen-zuid,NL,stoptreinstation,52.5331,5.91309,[],0
112,BZL,8400354,Kapelle-Biezelinge,kapelle-biezelinge,NL,stoptreinstation,51.480834960938,3.9561111927033,[],0
302,LAA,8400380,Den Haag Laan v NOI,den-haag-laan-v-noi,NL,knooppuntStoptreinstation,52.078609466553,4.3427777290344,[],0
299,KTR,8400359,Kesteren,kesteren,NL,stoptreinstation,51.9313869,5.5833465,[],0
282,KBK,8400361,Klarenbeek,klarenbeek,NL,stoptreinstation,52.17805480957,6.0836110115051,[],0
287,KMR,8400362,Klimmen-Ransdaal,klimmen-ransdaal,NL,stoptreinstation,50.866390228271,5.8905553817749,[],0
802,KZ,8400363,Koog aan de Zaan,koog-aan-de-zaan,NL,stoptreinstation,52.458610534668,4.8055553436279,[],0
288,KMW,8400366,Koudum-Molkwerum,koudum-molkwerum,NL,stoptreinstation,52.9028197,5.4106913,[],0
281,KBD,8400367,Krabbendijke,krabbendijke,NL,stoptreinstation,51.433334350586,4.1169443130493,[],0
213,GV,8400280,Den Haag HS,den-haag-hs,NL,knooppuntIntercitystation,52.069721221924,4.3225002288818,[],0
300,KW,8400369,Kropswolde,kropswolde,NL,stoptreinstation,53.1617362,6.7220882,[],0
297,KRG,8400370,Kruiningen-Yerseke,kruiningen-yerseke,NL,stoptreinstation,51.465000152588,4.0372223854065,[],0
533,ZLW,8400382,Lage Zwaluwe,lage-zwaluwe,NL,knooppuntStoptreinstation,51.69111251831,4.6630554199219,[],0
820,LLZM,8400135,Lansingerland-Zoetermeer,lansingerland-zoetermeer,NL,stoptreinstation,52.042222,4.517222,[],0
157,DVNK,8400188,De Vink,de-vink,NL,stoptreinstation,52.147220611572,4.4563889503479,[],0
307,LDM,8400386,Leerdam,leerdam,NL,stoptreinstation,51.894721984863,5.0913887023926,[],0
158,DZ,8400171,Delfzijl,delfzijl,NL,stoptreinstation,53.3336625,6.9240797,[],0
322,LWC,8400389,Leeuwarden Camminghaburen,leeuwarden-camminghaburen,NL,stoptreinstation,53.2021808,5.8422968,[],0
123,DDN,8400169,Delden,delden,NL,stoptreinstation,52.259998321533,6.7161111831665,[],0
306,LDL,8400384,Leiden Lammenschans,leiden-lammenschans,NL,stoptreinstation,52.146945953369,4.4924998283386,[],0
127,DEI,8400168,Deinum,deinum,NL,stoptreinstation,53.1888115,5.7281572,[],0
316,LTV,8400395,Lichtenvoorde-Groenlo,lichtenvoorde-groenlo,NL,stoptreinstation,52.01188,6.59641,[],0
304,LC,8400399,Lochem,lochem,NL,stoptreinstation,52.166667938232,6.4263887405395,[],0
314,LP,8400403,Loppersum,loppersum,NL,stoptreinstation,53.3347145,6.7472625,[],0
315,LTN,8400405,Lunteren,lunteren,NL,stoptreinstation,52.085277557373,5.6244444847107,[],0
348,MZ,8400432,Maarheeze,maarheeze,NL,stoptreinstation,51.30376236035,5.6303429603577,[],0
339,MRN,8400417,Maarn,maarn,NL,knooppuntStoptreinstation,52.064167022705,5.3699998855591,[],0
783,DWE,8400745,De Westereen,de-westereen,NL,stoptreinstation,53.24817,6.03463,[],0
815,ZLSH,8400746,Zwolle Stadshagen,zwolle-stadshagen,NL,stoptreinstation,52.52764,6.05146,[],0
